人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
879,芥川 竜之介,92,蜘蛛の糸,新字新仮名,,公開,1997-11-10,芥川龍之介全集2,ちくま文庫、筑摩書房,くものいと,,https://www.aozora.gr.jp/cards/000879/files/92_14545.html
879,芥川 竜之介,4311,クラリモンド,新字旧仮名,芥川 竜之介,公開,2009-01-21,芥川龍之介全集　第一巻,岩波書店,クラリモンド,,https://www.aozora.gr.jp/cards/001086/files/4311_33770.html
879,芥川 竜之介,51865,軍艦金剛航海記,旧字旧仮名,,公開,2010-10-19,芥川龍之介全集　第一卷,岩波書店,ぐんかんこんごうこうかいき,,https://www.aozora.gr.jp/cards/000879/files/51865_40605.html
879,芥川 竜之介,4273,芸術その他,新字旧仮名,,公開,2002-10-05,芥川龍之介全集　第五巻,岩波書店,げいじゅつそのた,,https://www.aozora.gr.jp/cards/000879/files/4273_6753.html
879,芥川 竜之介,38,戯作三昧,新字新仮名,,公開,2000-04-15,日本の文学　29　芥川龍之介,中央公論社,げさくざんまい,,https://www.aozora.gr.jp/cards/000879/files/38_14487.html
879,芥川 竜之介,37,戯作三昧,新字旧仮名,,公開,1999-01-16,現代日本文学大系　43　芥川龍之介集,筑摩書房,げさくざんまい,,https://www.aozora.gr.jp/cards/000879/files/37_14479.html
879,芥川 竜之介,75,袈裟と盛遠,新字新仮名,,公開,1998-12-23,芥川龍之介全集2,ちくま文庫、筑摩書房,けさともりとお,,https://www.aozora.gr.jp/cards/000879/files/75_15187.html
879,芥川 竜之介,1131,結婚難並びに恋愛難,新字旧仮名,,公開,2002-10-09,芥川龍之介全集　第十二巻,岩波書店,けっこんなんならびにれんあいなん,,https://www.aozora.gr.jp/cards/000879/files/1131_6775.html
879,芥川 竜之介,1128,「ケルトの薄明」より,新字旧仮名,芥川 竜之介,公開,2004-12-25,芥川龍之介全集　第一巻,岩波書店,「ケルトのはくめい」より,,https://www.aozora.gr.jp/cards/001085/files/1128_17118.html
879,芥川 竜之介,36,玄鶴山房,新字新仮名,,公開,1998-10-14,昭和文学全集　第1巻,小学館,げんかくさんぼう,,https://www.aozora.gr.jp/cards/000879/files/36_14975.html
879,芥川 竜之介,3797,講演軍記,新字旧仮名,,公開,2007-07-16,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,こうえんぐんき,,https://www.aozora.gr.jp/cards/000879/files/3797_27299.html
879,芥川 竜之介,43375,剛才人と柔才人と,新字新仮名,,公開,2007-03-13,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,ごうさいじんとじゅうさいじんと,,https://www.aozora.gr.jp/cards/000879/files/43375_26115.html
879,芥川 竜之介,90,好色,新字旧仮名,,公開,1999-01-19,現代日本文学大系　43　芥川龍之介集,筑摩書房,こうしょく,,https://www.aozora.gr.jp/cards/000879/files/90_14976.html
879,芥川 竜之介,33202,後世,新字旧仮名,,公開,2003-12-31,芥川龍之介全集　第四巻,岩波書店,こうせい,,https://www.aozora.gr.jp/cards/000879/files/33202_12224.html
879,芥川 竜之介,89,校正後に,新字新仮名,,公開,1999-01-12,羅生門・鼻・芋粥,角川文庫、角川書店,こうせいごに,,https://www.aozora.gr.jp/cards/000879/files/89_15188.html
879,芥川 竜之介,88,黄粱夢,新字新仮名,,公開,1997-11-10,芥川龍之介全集2,ちくま文庫、筑摩書房,こうりょうむ,,https://www.aozora.gr.jp/cards/000879/files/88_15189.html
879,芥川 竜之介,85,黒衣聖母,新字新仮名,,公開,1998-12-28,芥川龍之介全集3,ちくま文庫、筑摩書房,こくいせいぼ,,https://www.aozora.gr.jp/cards/000879/files/85_15190.html
879,芥川 竜之介,43373,小杉未醒氏,新字新仮名,,公開,2007-03-07,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,こすぎみせいし,,https://www.aozora.gr.jp/cards/000879/files/43373_26105.html
879,芥川 竜之介,82,古千屋,新字新仮名,,公開,1999-02-03,芥川龍之介全集6,ちくま文庫、筑摩書房,こちや,,https://www.aozora.gr.jp/cards/000879/files/82_15191.html
879,芥川 竜之介,83,孤独地獄,新字旧仮名,,公開,1998-03-16,現代日本文学大系　43　芥川龍之介集,筑摩書房,こどくじごく,,https://www.aozora.gr.jp/cards/000879/files/83_15058.html
879,芥川 竜之介,87,湖南の扇,新字新仮名,,公開,1998-10-20,昭和文学全集　第1巻,小学館,こなんのおうぎ,,https://www.aozora.gr.jp/cards/000879/files/87_15106.html
879,芥川 竜之介,43374,近藤浩一路氏,新字新仮名,,公開,2007-03-10,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,こんどうこういちろうし,,https://www.aozora.gr.jp/cards/000879/files/43374_26106.html
879,芥川 竜之介,1134,金春会の「隅田川」,新字旧仮名,,公開,2002-10-06,芥川龍之介全集　第十一巻,岩波書店,こんぱるかいの「すみだがわ」,,https://www.aozora.gr.jp/cards/000879/files/1134_6760.html
879,芥川 竜之介,136,西郷隆盛,新字新仮名,,公開,1998-12-23,芥川龍之介全集2,ちくま文庫、筑摩書房,さいごうたかもり,,https://www.aozora.gr.jp/cards/000879/files/136_15193.html
879,芥川 竜之介,3779,才一巧亦不二,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,さいのいっこうなるもまたにならず,,https://www.aozora.gr.jp/cards/000879/files/3779_27301.html
879,芥川 竜之介,141,西方の人,新字旧仮名,,公開,1998-04-27,現代日本文学大系　43　芥川龍之介集,筑摩書房,さいほうのひと,,https://www.aozora.gr.jp/cards/000879/files/141_15127.html
879,芥川 竜之介,3816,鷺と鴛鴦,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,さぎとおしどり,,https://www.aozora.gr.jp/cards/000879/files/3816_27302.html
879,芥川 竜之介,51214,雑信一束,新字新仮名,,公開,2015-03-28,上海游記・江南游記,講談社文芸文庫、講談社,ざっしんいっそく,,https://www.aozora.gr.jp/cards/000879/files/51214_56018.html
879,芥川 竜之介,3739,雑筆,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,ざっぴつ,,https://www.aozora.gr.jp/cards/000879/files/3739_27303.html
879,芥川 竜之介,4277,佐藤春夫氏,新字旧仮名,,公開,2002-10-06,芥川龍之介全集　第十一巻,岩波書店,さとうはるおし,,https://www.aozora.gr.jp/cards/000879/files/4277_6761.html
879,芥川 竜之介,43377,佐藤春夫氏の事,新字新仮名,,公開,2005-03-11,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,さとうはるおしのこと,,https://www.aozora.gr.jp/cards/000879/files/43377_17879.html
879,芥川 竜之介,185,さまよえる猶太人,新字新仮名,,公開,1998-11-11,芥川龍之介全集1,ちくま文庫、筑摩書房,さまよえるユダヤじん,,https://www.aozora.gr.jp/cards/000879/files/185_15194.html
879,芥川 竜之介,137,寒さ,新字新仮名,,公開,1999-01-05,芥川龍之介全集5,ちくま文庫、筑摩書房,さむさ,,https://www.aozora.gr.jp/cards/000879/files/137_15195.html
879,芥川 竜之介,3820,沙羅の花,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,さらのはな,,https://www.aozora.gr.jp/cards/000879/files/3820_27304.html
879,芥川 竜之介,139,猿,新字旧仮名,,公開,1998-11-26,芥川龍之介全集　第一巻,岩波書店,さる,,https://www.aozora.gr.jp/cards/000879/files/139_15128.html
879,芥川 竜之介,140,猿蟹合戦,新字新仮名,,公開,1998-12-28,芥川龍之介全集5,ちくま文庫、筑摩書房,さるかにがっせん,,https://www.aozora.gr.jp/cards/000879/files/140_15196.html
879,芥川 竜之介,138,三右衛門の罪,新字新仮名,,公開,1999-01-10,芥川龍之介全集5,ちくま文庫、筑摩書房,さんえもんのつみ,,https://www.aozora.gr.jp/cards/000879/files/138_15156.html
879,芥川 竜之介,146,死後,新字新仮名,,公開,1999-02-01,芥川龍之介全集6,ちくま文庫、筑摩書房,しご,,https://www.aozora.gr.jp/cards/000879/files/146_15197.html
879,芥川 竜之介,61,地獄変,旧字旧仮名,,公開,1999-11-02,傀儡師,特選名著復刻全集近代文学館、日本近代文学館,じごくへん,,https://www.aozora.gr.jp/cards/000879/files/61_15130.html
879,芥川 竜之介,60,地獄変,新字旧仮名,,公開,1998-12-02,芥川龍之介全集　第一巻,岩波書店,じごくへん,,https://www.aozora.gr.jp/cards/000879/files/60_15129.html
879,芥川 竜之介,3818,詩集,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,ししゅう,,https://www.aozora.gr.jp/cards/000879/files/3818_27305.html
879,芥川 竜之介,13,十本の針,新字新仮名,,公開,1999-05-15,或阿呆の一生・侏儒の言葉,角川文庫、角川書店,じっぽんのはり,,https://www.aozora.gr.jp/cards/000879/files/13_14563.html
879,芥川 竜之介,3742,支那の画,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しなのえ,,https://www.aozora.gr.jp/cards/000879/files/3742_27306.html
879,芥川 竜之介,51212,「支那游記」自序,新字新仮名,,公開,2015-03-28,上海游記・江南游記,講談社文芸文庫、講談社,「しなゆうき」じじょ,,https://www.aozora.gr.jp/cards/000879/files/51212_56017.html
879,芥川 竜之介,43380,島木赤彦氏,新字新仮名,,公開,2007-03-10,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,しまぎあかひこし,,https://www.aozora.gr.jp/cards/000879/files/43380_26107.html
879,芥川 竜之介,2326,耳目記,新字旧仮名,,公開,1999-02-15,芥川龍之介全集　第四巻,筑摩書房,じもくき,,https://www.aozora.gr.jp/cards/000879/files/2326_13463.html
879,芥川 竜之介,1129,霜夜,新字旧仮名,,公開,2002-10-05,芥川龍之介全集　第十巻,岩波書店,しもよ,,https://www.aozora.gr.jp/cards/000879/files/1129_6759.html
879,芥川 竜之介,59,邪宗門,新字新仮名,,公開,1998-12-07,芥川龍之介全集2,ちくま文庫、筑摩書房,じゃしゅうもん,,https://www.aozora.gr.jp/cards/000879/files/59_14480.html
879,芥川 竜之介,51215,上海游記,新字新仮名,,公開,2015-05-24,上海游記・江南游記,講談社文芸文庫、講談社,しゃんはいゆうき,,https://www.aozora.gr.jp/cards/000879/files/51215_56381.html
879,芥川 竜之介,62,十円札,新字新仮名,,公開,1999-01-05,芥川龍之介全集5,ちくま文庫、筑摩書房,じゅうえんさつ,,https://www.aozora.gr.jp/cards/000879/files/62_15198.html
879,芥川 竜之介,162,秋山図,新字新仮名,,公開,1999-05-15,日本文学全集28芥川龍之介集,集英社,しゅうざんず,,https://www.aozora.gr.jp/cards/000879/files/162_15131.html
879,芥川 竜之介,3769,蒐書,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しゅうしょ,,https://www.aozora.gr.jp/cards/000879/files/3769_27307.html
879,芥川 竜之介,158,侏儒の言葉,新字新仮名,,公開,1999-01-13,芥川龍之介全集7,ちくま文庫、筑摩書房,しゅじゅのことば,,https://www.aozora.gr.jp/cards/000879/files/158_15132.html
879,芥川 竜之介,43751,侏儒の言葉,新字旧仮名,,公開,2007-10-11,芥川龍之介全集　第十三巻,岩波書店,しゅじゅのことば,,https://www.aozora.gr.jp/cards/000879/files/43751_27955.html
879,芥川 竜之介,24451,「侏儒の言葉」の序,旧字旧仮名,,公開,2003-07-24,芥川龍之介全集　第九巻,岩波書店,しゅじゅのことばのじょ,,https://www.aozora.gr.jp/cards/000879/files/24451_11252.html
879,芥川 竜之介,161,酒虫,新字旧仮名,,公開,1998-11-13,芥川龍之介全集　第一巻,岩波書店,しゅちゅう,,https://www.aozora.gr.jp/cards/000879/files/161_15133.html
879,芥川 竜之介,160,出帆,新字新仮名,,公開,1999-01-12,羅生門・鼻・芋粥,角川文庫、角川書店,しゅっぱん,,https://www.aozora.gr.jp/cards/000879/files/160_15199.html
879,芥川 竜之介,63,じゅりあの・吉助,新字新仮名,,公開,1998-12-28,芥川龍之介全集3,ちくま文庫、筑摩書房,じゅりあの・きちすけ,,https://www.aozora.gr.jp/cards/000879/files/63_15200.html
879,芥川 竜之介,159,俊寛,新字新仮名,,公開,1998-12-19,芥川龍之介全集4,ちくま文庫、筑摩書房,しゅんかん,,https://www.aozora.gr.jp/cards/000879/files/159_15201.html
879,芥川 竜之介,156,将軍,新字新仮名,,公開,1999-01-12,芥川龍之介全集4,ちくま文庫、筑摩書房,しょうぐん,,https://www.aozora.gr.jp/cards/000879/files/156_15202.html
879,芥川 竜之介,3813,商賈聖母,新字旧仮名,,公開,2007-07-19,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しょうこせいぼ,,https://www.aozora.gr.jp/cards/000879/files/3813_27308.html
879,芥川 竜之介,3801,饒舌,新字旧仮名,,公開,2007-07-22,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,じょうぜつ,,https://www.aozora.gr.jp/cards/000879/files/3801_27309.html
879,芥川 竜之介,4313,小説作法十則,新字旧仮名,,公開,2009-01-21,芥川龍之介全集　第十六巻,岩波書店,しょうせつさほうじっそく,,https://www.aozora.gr.jp/cards/000879/files/4313_33771.html
879,芥川 竜之介,4278,小説の戯曲化,新字旧仮名,,公開,2002-10-06,芥川龍之介全集　第十一巻,岩波書店,しょうせつのぎきょくか,,https://www.aozora.gr.jp/cards/000879/files/4278_6762.html
879,芥川 竜之介,3794,小説の読者,新字旧仮名,,公開,2007-07-22,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しょうせつのどくしゃ,,https://www.aozora.gr.jp/cards/000879/files/3794_27310.html
879,芥川 竜之介,155,少年,新字新仮名,,公開,1999-01-08,芥川龍之介全集5,ちくま文庫、筑摩書房,しょうねん,,https://www.aozora.gr.jp/cards/000879/files/155_15203.html
879,芥川 竜之介,3770,娼婦美と冒険,新字旧仮名,,公開,2007-07-22,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しょうふびとぼうけん,,https://www.aozora.gr.jp/cards/000879/files/3770_27311.html
879,芥川 竜之介,3795,食物として,新字旧仮名,,公開,2007-07-22,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,しょくもつとして,,https://www.aozora.gr.jp/cards/000879/files/3795_27312.html
879,芥川 竜之介,148,虱,新字旧仮名,,公開,1998-03-16,現代日本文学大系　43　芥川龍之介集,筑摩書房,しらみ,,https://www.aozora.gr.jp/cards/000879/files/148_15134.html
879,芥川 竜之介,24452,しるこ,旧字旧仮名,,公開,2003-07-24,芥川龍之介全集　第九巻,岩波書店,しるこ,,https://www.aozora.gr.jp/cards/000879/files/24452_11251.html
879,芥川 竜之介,149,白,新字新仮名,,公開,1999-03-01,芥川龍之介全集5,ちくま文庫、筑摩書房,しろ,,https://www.aozora.gr.jp/cards/000879/files/149_15204.html
879,芥川 竜之介,147,蜃気楼,新字新仮名,,公開,1999-01-24,昭和文学全集　第1巻,小学館,しんきろう,,https://www.aozora.gr.jp/cards/000879/files/147_15135.html
879,芥川 竜之介,4280,新緑の庭,新字旧仮名,,公開,2002-10-06,芥川龍之介全集　第十一巻,岩波書店,しんりょくのにわ,,https://www.aozora.gr.jp/cards/000879/files/4280_6763.html
879,芥川 竜之介,2322,塵労,新字旧仮名,,公開,1999-02-15,芥川龍之介全集　第四巻,筑摩書房,じんろう,,https://www.aozora.gr.jp/cards/000879/files/2322_13459.html
